26.61895,61.23066,-4.2321,0.1651,-0.8379,0.1669,4.3143,0.1652,95.5991,1.0968
26.60955,61.23277,-4.5328,0.1649,-0.3544,0.1664,4.5466,0.1649,92.2351,1.0389
26.66569,61.23398,-3.7931,0.0906,-0.0793,0.0906,3.794,0.0906,90.5989,0.6841
26.60065,61.23388,-4.3919,0.2554,-0.173,0.2564,4.3953,0.2554,91.1278,1.6646
26.48348,61.23502,-4.1902,0.0245,-0.6796,0.0245,4.245,0.0245,94.6063,0.1655
26.66206,61.23497,-3.4935,0.0731,-0.6828,0.0733,3.5596,0.0731,95.5293,0.5885
26.61183,61.23647,-4.7745,0.1204,-0.5208,0.1209,4.8028,0.1205,93.1123,0.7185
26.73063,61.23805,-1.6601,0.2543,-1.1975,0.256,2.047,0.2549,107.9022,3.5668
26.58399,61.23939,-3.9028,0.1124,-0.5336,0.1128,3.9391,0.1124,93.8927,0.8176
26.62728,61.24147,-4.1398,0.1682,-0.3008,0.1693,4.1507,0.1682,92.0782,1.1609
26.60996,61.24446,-4.0801,0.1784,-0.5299,0.1799,4.1143,0.1784,93.6998,1.2424
26.45113,61.24686,-4.0266,0.0713,-0.8459,0.0716,4.1145,0.0713,95.9319,0.4965
26.38645,61.24715,-2.1602,0.0929,-0.9049,0.0934,2.3421,0.093,101.3643,1.1377
26.71813,61.24711,-3.9561,0.2682,-0.7578,0.2689,4.028,0.2682,95.4219,1.9076
26.58319,61.25598,-2.7985,0.2359,-0.5743,0.2381,2.8568,0.236,95.7987,2.3667
26.59874,61.25836,-3.6405,0.0209,0.0987,0.0209,3.6418,0.0209,89.2232,0.1642
26.64345,61.26251,-3.5649,0.0258,-1.4909,0.0259,3.8641,0.0258,101.3475,0.1913
26.64759,61.26328,-4.2936,0.0309,-2.1259,0.0309,4.791,0.0309,103.1707,0.1846
26.58136,61.26374,-4.0839,0.1096,-0.5632,0.1104,4.1226,0.1096,93.9261,0.7619
26.71054,61.26561,-3.7797,0.0875,-0.3738,0.0879,3.7982,0.0875,92.8242,0.6603
26.52599,61.27557,-4.5646,0.093,-1.0917,0.0935,4.6933,0.093,96.7253,0.5678
26.63995,61.28,-3.8817,0.299,-1.559,0.3004,4.1831,0.2992,100.9409,2.0492
26.48909,61.28175,-0.3703,0.0459,0.0048,0.0461,0.3703,0.0459,89.6302,3.553
26.67394,61.28719,-3.5383,0.2815,-1.5065,0.2836,3.8457,0.2818,101.5315,2.0995
26.76475,61.29206,-4.2329,0.1759,-0.8619,0.1771,4.3197,0.1759,95.7549,1.1666
26.37238,61.30307,-0.6922,0.071,0.1329,0.0714,0.7048,0.071,84.5658,2.8875
26.52084,61.30811,-3.5243,0.0617,-0.7974,0.0619,3.6134,0.0617,96.3747,0.4894
26.4732,61.32127,-3.1627,0.0375,-1.1982,0.0376,3.382,0.0376,100.3746,0.3181
26.35255,61.32032,-2.8614,0.2672,-1.6283,0.2694,3.2922,0.2677,104.8213,2.3298
26.71334,61.32432,-1.3874,0.175,-0.2699,0.1763,1.4134,0.1751,95.5045,3.5481
26.69817,61.33592,-4.4341,0.0917,-1.2449,0.0922,4.6056,0.0918,97.8411,0.5707
26.4975,61.18069,-3.5395,0.998,-1.8461,0.9974,3.992,0.9978,103.7728,7.1607
26.38388,61.29503,-2.9316,0.9808,-1.8767,0.9911,3.4808,0.9838,106.3125,8.0966
26.50825,61.32103,-3.7493,0.6913,-1.6124,0.6996,4.0813,0.6926,101.6348,4.8614
