dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,r20151003_oid,col1,col2
9.69E-05,1.63572E+18,Gaia DR2 511193093548231552,5.11193E+17,1194743910,2015.5,26.54254953,0.01130652,61.11487676,0.013013819,1.438021772,0.018699397,76.90204,-5.799298225,0.019552118,-4.975578385,0.027370437,-0.51226753,-0.076127216,-0.6223856,0.40019378,0.06532591,0.36353177,-0.39658278,0.13704406,-0.07400336,-0.64809644,523,9,522,1,-8.32009,292.49976,0,0,31,TRUE,132.11166,1.589406878,0.002632912,-0.03287714,60,18,0.03927191,0,62,FALSE,536,103246.0403,18.45898804,5593.2666,13.153682,59,53569.34284,41.37880973,1294.6082,13.529098,54,72513.56251,48.25354144,1502.7615,12.610872,1.2211888,0,0.9182253,0.3754158,0.5428095,-33.24949212,5.004460217,12,6500,3.5,0,NOT_AVAILABLE,129.4944018,-1.05757263,51.65663903,45.84634889,100001,5433.1304,5371,5521.7905,,,,,,,200111,1.6083417,1.5571079,1.6457667,2.0307286,1.9580795,2.1033776,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193093548231552,,1,26.54246,61.11479
7.82E-05,1.63572E+18,Gaia DR2 511192578152153600,5.11193E+17,235169370,2015.5,26.63455413,0.022612486,61.11922454,0.025949492,0.319577112,0.03528196,9.057805,-1.133456905,0.036304636,-0.38467874,0.05204892,-0.5374125,0.052119717,-0.67110735,0.44438607,-0.019044628,0.41150612,-0.44194102,0.027258404,0.01705809,-0.64226323,474,474,432,42,13.870449,972.9729,0,0,31,TRUE,385.3683,1.62056064,0.005482018,-0.055661187,55,17,0.041597147,0,65,FALSE,461,596888.3882,310.4071954,1922.9205,11.248632,50,330498.9181,437.7051537,755.072,11.553463,51,390686.2101,239.8960202,1628.5648,10.78235,1.2082412,0,0.7711134,0.30483055,0.46628284,,,0,,,,NOT_AVAILABLE,129.5369276,-1.043934651,51.71467141,45.82739786,100001,5946,5391.53,6575.8066,,,,,,,200111,14.253785,11.654186,17.336283,228.79932,190.41927,267.17938,http://geadata.esac.esa.int/data-server/datalink/links?ID=511192578152153600,,4,26.63444,61.11928
1.67E-04,1.63572E+18,Gaia DR2 511216011495165056,5.11216E+17,1209955410,2015.5,26.68693176,0.016270736,61.12204077,0.019649836,0.283184356,0.029784575,9.507752,-1.082894278,0.027763903,-0.133379443,0.039874086,-0.49986768,-0.1637957,-0.61300695,0.3697242,0.17432283,0.30627263,-0.25901058,0.1801019,-0.11952623,-0.64545465,466,0,463,3,-4.3106966,338.98483,0,0,31,FALSE,36.29031,1.569684302,0.003979465,0.004266871,54,16,0.049737398,0,57,FALSE,463,29226.9672,5.812285731,5028.481,14.523907,52,14919.24576,17.23246814,865.76373,14.917021,49,21179.45949,19.67561459,1076.4319,13.947133,1.2351164,1,0.96988773,0.3931141,0.57677364,,,0,,,,NOT_AVAILABLE,129.5610534,-1.035811003,51.74795448,45.81691621,100002,5335.1,5083.895,5629.2095,,,,,,,200111,4.5338087,4.072429,4.9929266,15.003459,11.167855,18.839062,http://geadata.esac.esa.int/data-server/datalink/links?ID=511216011495165056,,5,26.68667,61.12215
2.76E-04,1.63572E+18,Gaia DR2 511239955926871552,5.1124E+17,515343074,2015.5,26.4454052,0.06550893,61.12350352,0.070136338,1.908829998,0.101522786,18.801987,4.901875948,0.104517953,-8.69247389,0.13947998,-0.22595523,0.09615828,-0.59362787,0.19161196,0.14085667,0.1348819,-0.27779332,-0.030990189,-0.011434966,-0.43174163,343,343,328,15,52.1165,4279.7383,0.382134861,62.54206882,31,FALSE,6.163676,1.598080587,0.017789233,-0.051442355,40,16,0.0820454,0,42,TRUE,352,658549.0641,821.9442042,801.209,11.141895,36,350430.2479,363.5339338,963.9547,11.489884,38,430468.2874,325.8976599,1320.8695,10.677067,1.1857864,0,0.8128176,0.34798908,0.4648285,,,0,,,,NOT_AVAILABLE,129.4467084,-1.058983085,51.60506555,45.87774914,100001,5777.875,5725.2,5838,,,,,,,200111,2.6661808,2.6115463,2.715467,7.137506,6.6815333,7.5934787,http://geadata.esac.esa.int/data-server/datalink/links?ID=511239955926871552,,7,26.44507,61.12328
8.82E-05,1.63572E+18,Gaia DR2 511193334066396416,5.11193E+17,1638308685,2015.5,26.62216064,0.014174604,61.12639794,0.016351112,0.298026436,0.022154606,13.452121,-1.122555924,0.024307943,-0.146230713,0.034680352,-0.5077641,-0.04105436,-0.6500454,0.42862314,0.046125844,0.3785885,-0.36830512,0.10520594,-0.04364265,-0.6294155,456,0,454,2,-6.730197,275.5268,0,0,31,FALSE,57.21972,1.591272738,0.003369755,-0.044251077,52,18,0.047191016,0,56,FALSE,470,44982.36965,8.011063507,5615.031,14.055759,53,23512.31263,21.5056411,1093.3091,14.42315,46,31934.62644,30.38627619,1050.9556,13.501266,1.2326372,1,0.92188454,0.36739063,0.5544939,,,0,,,,NOT_AVAILABLE,129.5295573,-1.038192105,51.71253829,45.83662129,100002,5320,4959.12,6195.4546,,,,,,,200111,5.3803353,3.9672196,6.1918917,20.891033,16.80074,24.981327,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193334066396416,,8,26.622,61.12644
1.85E-04,1.63572E+18,Gaia DR2 511215770976991744,5.11216E+17,269362657,2015.5,26.74487515,0.020408784,61.12634396,0.023318407,0.4101948,0.03213504,12.764721,-0.574119934,0.033812329,-0.153948696,0.046857478,-0.5148183,-0.04220318,-0.6878388,0.44282034,0.0562802,0.38784,-0.4188846,0.08994438,-0.017567525,-0.6637046,495,495,493,2,2.4271102,567.0832,0,0,31,TRUE,273.83435,1.575971796,0.005004579,-0.021325473,56,18,0.038987078,0,57,FALSE,499,191168.3717,30.89959376,6186.7603,12.484826,57,97128.71883,139.5589628,695.96906,12.883019,54,138943.6614,74.68398696,1860.421,11.904823,1.2348925,1,0.97819614,0.39819336,0.5800028,,,0,,,,NOT_AVAILABLE,129.5874787,-1.025641688,51.78563868,45.80635441,100002,5211.6997,5017.79,5398.8066,,,,,,,200111,8.464477,7.8879356,9.131328,47.622536,41.779343,53.46573,http://geadata.esac.esa.int/data-server/datalink/links?ID=511215770976991744,,9,26.74519,61.12645
9.98E-05,1.63572E+18,Gaia DR2 511192612511889920,5.11193E+17,1332113904,2015.5,26.65151741,0.038497165,61.12802153,0.043198243,1.20114477,0.066130122,18.163353,-0.807479337,0.065398956,-0.693328688,0.091248411,-0.4509517,-0.067536384,-0.5774575,0.35740584,-0.004645204,0.28680864,-0.25336024,0.10936995,-0.041776128,-0.6037239,489,0,488,1,34.368423,2530.1394,0.475418229,55.11905503,31,FALSE,3.8288157,1.579607101,0.009686188,-0.048793346,56,17,0.09855122,0,61,FALSE,490,27445.9271,6.482489859,4233.856,14.592171,54,13851.41834,19.23978066,719.9364,14.997653,55,20323.51508,15.90506558,1277.8014,13.991923,1.2451732,0,1.0057297,0.4054823,0.6002474,,,0,,,,NOT_AVAILABLE,129.5430686,-1.033600435,51.73122409,45.83078362,100001,5278.44,5063.84,5423,0.454,0.303,0.603,0.224,0.1424,0.297,200111,1.0623443,1.0064617,1.1542943,0.7893101,0.69705045,0.88156974,http://geadata.esac.esa.int/data-server/datalink/links?ID=511192612511889920,,10,26.65135,61.12808
4.96E-05,1.63572E+18,Gaia DR2 511193334066395904,5.11193E+17,342261154,2015.5,26.61184604,0.019520837,61.12825289,0.022392311,0.327863041,0.031332011,10.464155,-1.128611109,0.033991237,-0.158345229,0.046865291,-0.5371736,-0.042382378,-0.6186999,0.40573013,0.0356914,0.3739664,-0.40452984,0.10388706,-0.022512982,-0.65990275,514,514,498,16,3.041549,594.05145,0,0,31,TRUE,312.7878,1.585762332,0.004745358,-0.0423197,60,18,0.03889196,0,63,FALSE,541,1203416.889,2625.038566,458.4378,10.487326,58,616560.6392,3811.567912,161.76038,10.876449,57,870557.8526,6511.670134,133.69194,9.912426,1.2357467,0,0.96402264,0.38912296,0.5748997,,,0,,,,NOT_AVAILABLE,129.5242961,-1.037433505,51.70774993,45.8407587,100001,5327.375,5078,5405,,,,,,,200111,25.21383,24.494804,27.751087,461.34464,391.7007,530.9885,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193334066395904,,11,26.61176,61.12828
7.91E-05,1.63572E+18,Gaia DR2 511193471505349504,5.11193E+17,1507971102,2015.5,26.55304602,0.019918556,61.13011406,0.022908144,0.284085278,0.032207447,8.820484,-1.240552662,0.033899976,-0.23276941,0.048198682,-0.54832464,-0.093406424,-0.65061325,0.43348965,0.056919664,0.41583195,-0.4801451,0.106052324,-0.048681945,-0.6675075,536,536,522,14,13.047032,1059.1786,0,0,31,TRUE,324.88342,1.648447522,0.004638501,-0.03893829,61,17,0.03977263,0,66,FALSE,529,888237.7728,246.8859618,3597.7654,10.817042,62,514004.3871,556.8402155,923.07336,11.073971,62,552317.418,345.5297458,1598.4656,10.406448,1.2004914,0,0.66752243,0.25692844,0.410594,,,0,,,,NOT_AVAILABLE,129.4961479,-1.041609426,51.6740716,45.85685797,100001,6378,6316.5,6685,,,,,,,200111,16.907154,15.389933,17.237986,426.16107,350.5464,501.77576,http://geadata.esac.esa.int/data-server/datalink/links?ID=511193471505349504,,13,26.55295,61.13005
2.63E-04,1.63572E+18,Gaia DR2 511240028953543040,5.1124E+17,1547213284,2015.5,26.43893827,0.105969982,61.13269282,0.121296507,2.066930677,0.17932828,11.525961,1.244759517,0.180940218,4.987866444,0.257078835,-0.484603,-0.1226341,-0.57885706,0.33975044,0.13716795,0.29175383,-0.27447477,0.087839544,-0.058738157,-0.61849743,536,0,527,9,137.26031,29364.654,1.420239001,775.3769615,31,FALSE,0.47886586,1.573466623,0.024240437,-0.04586977,60,18,0.26361805,0,65,FALSE,569,103431.913,190.1988659,543.8093,13.15173,60,51317.7549,51.15086196,1003.26276,13.575719,58,85699.01211,59.97361748,1428.9452,12.429481,1.324705,0,1.1462383,0.4239893,0.72224903,,,0,,,,NOT_AVAILABLE,129.4417329,-1.050649588,51.60796529,45.88724224,100001,4997.6665,4891.82,5174.45,1.053,0.669,1.31,0.5287,0.3289,0.639,200111,1.3709165,1.2788427,1.4308846,1.0562963,0.8712567,1.241336,http://geadata.esac.esa.int/data-server/datalink/links?ID=511240028953543040,,14,26.43859,61.13249
