dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,b20161218_oid,col1,col2
7.638957978091988E-5,1635721458409799680,Gaia DR2 511265970556959488,511265970556959488,994498208,2015.5,26.473899433222655,0.02256547670772543,61.32057315260541,0.026981801278344077,0.2412314814628023,0.03832393234550813,6.294539,-1.0308296508324972,0.038293515177808254,-0.5580973673115592,0.054268380996619965,-0.5035723,-0.034469783,-0.6138782,0.3606648,0.09777715,0.35249788,-0.48297662,-0.056201916,0.04097882,-0.6388591,436,436,429,7,14.266974,988.75934,0.0,0.0,31,false,305.6429,1.6410121787785137,0.005862665316453161,-0.03609187,50,17,0.041967075,0,57,false,458,2031571.0747407256,648.022646503822,3135.031,9.918786,53,1178409.9299956933,629.0639757822111,1873.2751,10.173147,54,1246917.823748232,610.2987582745444,2043.127,9.5223255,1.1938188,0,0.6508217,0.25436115,0.39646053,,,0,,,,NOT_AVAILABLE,129.4188703457748,-0.863407332898642,51.767229101288336,46.03997166482548,100001,6394.5,6277.3975,6516.0,1.354,0.9813,1.6051,0.691,0.4807,0.7941,200111,29.954016,28.84736,31.082003,1351.5471,1033.5859,1669.5083,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265970556959488,,1,26.47376,61.32061
9.042144320503737E-5,1635721458409799680,Gaia DR2 511265141615069440,511265141615069440,1550196721,2015.5,26.52138329855163,0.03268518384868928,61.30763495142306,0.04142382340555832,0.3089258302784107,0.055973793521421705,5.5191154,-1.0579837962690286,0.05172413415120531,-0.20578762999517347,0.08045384944468453,0.059751157,0.008197869,-0.6025945,-0.04390683,0.038134407,-0.070769764,-0.42693675,0.11076206,-0.08148654,-0.30943877,211,211,209,2,3.8444142,291.07733,0.0,0.0,31,false,271.44284,1.589841296017957,0.0093243524689036,-0.040994056,25,12,0.050152853,0,26,true,197,1163752.993351995,274.7040569848928,4236.388,10.523714,24,592568.3133307392,577.3947504818179,1026.2793,10.919542,24,830279.0153663077,655.3892172713256,1266.8488,9.96386,1.2226369,0,0.95568275,0.39582825,0.5598545,,,0,,,,NOT_AVAILABLE,129.44387358791326,-0.8712738066927355,51.78585890532839,46.017177043846104,100001,5361.6665,5284.75,5454.0,,,,,,,200111,25.921017,25.050787,26.68104,500.2625,379.1239,621.4011,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265141615069440,,2,26.52122,61.30768
8.388276772087406E-5,1635721458409799680,Gaia DR2 511265695678934400,511265695678934400,605481183,2015.5,26.37343473123611,0.07251268474563533,61.30224418061318,0.08348267908519302,2.6131614237700522,0.11544913275300953,22.634743,22.805646643640774,0.12533878803284007,-5.777339429369071,0.16329320940480277,-0.3387086,0.06478944,-0.5543119,0.26279968,-0.11163631,0.22895738,-0.41810519,-0.055575233,0.19459365,-0.5463233,346,346,344,2,58.808407,5328.8896,0.44955494387540507,94.16961074708247,31,true,4.5645556,1.6131988766889274,0.02066019020148662,0.008384114,39,17,0.09995433,0,44,true,331,680763.4214624356,382.5809331601315,1779.3971,11.105875,41,375919.01193297014,243.76046328789067,1542.1656,11.413652,40,437140.02611410443,250.45545967810608,1745.3802,10.660369,1.1943341,0,0.7532835,0.3077774,0.4455061,,,0,,,,NOT_AVAILABLE,129.3755261977997,-0.8914004095964269,51.694042403957596,46.04899178057079,100001,5976.175,5723.533,6397.217,,,,,,,200111,1.8417155,1.6072631,2.0078936,3.8979204,3.6941493,4.1016912,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265695678934400,,3,26.37336,61.30232
7.618574622261976E-5,1635721458409799680,Gaia DR2 511265008484294528,511265008484294528,840591651,2015.5,26.48956521930889,0.01867291680671357,61.28132300812741,0.02245210131543956,4.213006311797304,0.030042645473836754,140.23419,32.8152270128852,0.0312355091262543,-0.7222832988091391,0.045815188609748016,-0.40638006,-0.02652806,-0.6235994,0.34038487,0.011581932,0.30279723,-0.41383982,0.06580737,-0.04725678,-0.5741075,497,497,481,16,13.254341,1012.1519,0.0,2.577144490745002E-15,31,false,294.4836,1.6320146263633926,0.005034513958108092,-0.017384434,56,19,0.0371225,0,61,true,505,1766626.107543235,487.16695979788045,3626.3257,10.070504,58,1004790.9923388642,525.3909545716966,1912.4635,10.346199,58,1090830.8645978651,625.8434898394784,1742.977,9.667526,1.1862283,0,0.6786728,0.27569485,0.40297794,,,0,,,,NOT_AVAILABLE,129.43445606641416,-0.9002082834483311,51.74754813776217,46.00241638350476,100001,6155.843,5979.5,6552.67,1.114,0.8313,1.2561,0.553,0.42,0.6468,200111,1.7293478,1.5262328,1.8328531,3.8690958,3.82488,3.9133117,http://geadata.esac.esa.int/data-server/datalink/links?ID=511265008484294528,,4,26.48946,61.28138
6.97615185232483E-5,1635721458409799680,Gaia DR2 511264939764819328,511264939764819328,1464501452,2015.5,26.52638902852013,0.018946722956709364,61.27525394589147,0.022264869858109736,0.3853644987486109,0.02973549971333668,12.959745,-1.0186130967017515,0.03223295996430825,-0.2000794305753276,0.04535185319856553,-0.4361975,0.00933644,-0.5957273,0.33259404,0.10541869,0.30570233,-0.3724294,0.0594115,-0.07822412,-0.57265925,490,490,460,30,14.593132,1051.2892,0.0,0.0,31,true,384.04855,1.5777252038348648,0.005114931294698999,-0.07112105,56,19,0.037111074,0,62,false,472,627731.9816601012,337.8655006346104,1857.9346,11.19393,51,313421.95597733074,466.9892643691668,671.15454,11.611065,47,453750.0418020022,304.1453165005917,1491.8856,10.619879,1.222133,1,0.99118614,0.41713524,0.5740509,,,0,,,,NOT_AVAILABLE,129.45303424277273,-0.9024252715870268,51.76494634099734,45.988137497261306,100002,5358.0,5339.0,5374.0,,,,,,,200111,15.285764,15.194879,15.394753,173.49216,151.96866,195.01566,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264939764819328,,5,26.52628,61.2753
4.9350390656369165E-5,1635721458409799680,Gaia DR2 511217828255340672,511217828255340672,8496997,2015.5,26.643889067663572,0.018599414896666992,61.26249708863497,0.022250927994810474,0.3551981012911438,0.032843269745570565,10.814943,-1.0423989181892086,0.0303657183231104,-0.1852887635079037,0.043689875736295715,-0.44714856,0.08967879,-0.57686216,0.3115309,-0.03337212,0.2754525,-0.33100253,-0.08301949,0.11534214,-0.5790062,511,511,501,10,8.604814,818.44495,0.0,0.0,31,false,248.28188,1.602407516392949,0.00482035989017139,-0.014003914,58,19,0.03439587,0,62,true,525,4362329.033186384,1181.0707658171575,3693.5374,9.089069,58,2302412.5130236084,2125.8173158826494,1083.0717,9.4459305,60,2959887.6676996797,2809.5304798582347,1053.5168,8.583732,1.2063051,0,0.8621988,0.3568611,0.5053377,,,0,,,,NOT_AVAILABLE,129.51094384843447,-0.9029655192620337,51.825367093325966,45.94827113045699,100001,5779.5,5543.0,6457.5176,,,,,,,200111,36.854076,29.521257,40.06603,1365.296,1168.9938,1561.5983,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217828255340672,,6,26.64379,61.26251
4.4997282682767076E-5,1635721458409799680,Gaia DR2 511264694938474368,511264694938474368,721040138,2015.5,26.581681007059846,0.02119689182179585,61.2635774630391,0.02599191746698042,0.3431705435259316,0.03467786944211667,9.895952,-1.1592249632445955,0.03626419608652213,-0.17817993959235764,0.05153336483378365,-0.5080558,-0.114616394,-0.6141529,0.37764505,0.27913356,0.3235673,-0.3238627,0.08454079,-0.09358981,-0.6478561,466,466,434,32,16.013111,1088.5233,0.0,0.0,31,false,398.5533,1.6153135881796288,0.0050548908947605185,-0.07531893,54,17,0.04071688,0,61,false,493,494627.9597145455,650.5091413744956,760.3705,11.452669,53,263139.55896416755,897.2352792401069,293.2782,11.800922,54,333474.8258086821,1196.7922917213575,278.64053,10.954263,1.2061882,0,0.84665966,0.34825325,0.4984064,,,0,,,,NOT_AVAILABLE,129.48147991758944,-0.9082387651620933,51.78919553684836,45.96449944849863,100001,5753.6665,5653.0,6176.2095,,,,,,,200111,12.970865,11.256783,13.436939,166.11595,140.46916,191.76274,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264694938474368,,7,26.5816,61.2636
8.243330964410781E-5,1635721458409799680,Gaia DR2 511217832553148032,511217832553148032,889091406,2015.5,26.648059335029867,0.020635890491883555,61.26328292425941,0.026522328142647496,0.2737119954641397,0.03621829424833667,7.557286,-1.1578131347067546,0.03285381603590152,-0.33700965175099096,0.05080122260195844,-0.23497364,0.078892834,-0.6160663,0.17396271,-0.11073165,0.16971794,-0.48892766,-0.09662073,0.14809515,-0.45375744,415,415,408,7,6.6760163,622.90686,0.0,0.0,31,false,280.8657,1.595272498608839,0.006019500222588481,0.011668604,47,18,0.037587695,0,52,true,450,1662535.9598017186,6683.827358496935,248.74011,10.136438,44,856726.9354935697,7764.377462023335,110.34071,10.519282,47,1197292.9720784128,17656.429368038695,67.81059,9.566419,1.235474,0,0.9528637,0.38284397,0.5700197,,,0,,,,NOT_AVAILABLE,129.51273678803025,-0.9017722697031012,51.82842316056343,45.94792124027302,100001,5286.25,5066.84,5405.0,0.6658,0.236,1.938,0.418,0.1234,0.8982,200111,36.15638,34.585094,39.355553,919.71954,736.2933,1103.1458,http://geadata.esac.esa.int/data-server/datalink/links?ID=511217832553148032,,8,26.64789,61.26327
4.2708690576437124E-5,1635721458409799680,Gaia DR2 511264699246655488,511264699246655488,1605172732,2015.5,26.599082370454198,0.023145294630826797,61.25825402591786,0.029618616125593515,0.37676298986923723,0.0380166457392275,9.910474,-1.0230779082635562,0.03880022364630915,-0.21266989132326192,0.05931155975237562,-0.4517847,0.023702173,-0.62055206,0.35563087,0.15572117,0.34298798,-0.47470558,0.025247216,-0.10277553,-0.6070105,487,487,481,6,4.8024096,639.2713,0.0,0.0,31,true,106.33763,1.5819657577509465,0.0060876269444089266,-0.030521486,55,18,0.0448279,0,64,false,525,9248218.946632735,5027.317651696997,1839.5931,8.27322,57,4654123.163909318,5487.56442663182,848.1218,8.681793,57,6595137.435215947,7155.489467806749,921.6892,7.7138605,1.2163705,0,0.9679327,0.40857315,0.55935955,,,0,,,,NOT_AVAILABLE,129.4907838874582,-0.9116742959887633,51.7956181231163,45.955644441182855,100001,5363.3335,5350.0,5382.0,,,,,,,200111,59.871567,59.456978,60.17037,2672.238,2271.9658,3072.5103,http://geadata.esac.esa.int/data-server/datalink/links?ID=511264699246655488,,9,26.599,61.25827
1.0936737864966636E-4,1635721458409799680,Gaia DR2 511241815659912064,511241815659912064,1453637969,2015.5,26.38727122258558,0.018937912808990428,61.24668395668197,0.022249148552514635,1.5316243819095003,0.031410315311104116,48.76183,8.074014663271383,0.033468220966406045,-4.32362293630587,0.04617563735284743,-0.39850298,-0.004563598,-0.5754208,0.295844,-0.011305671,0.24670021,-0.33949986,0.108210735,-0.081127,-0.5859702,486,486,452,34,14.20804,1019.45264,0.0,0.0,31,true,384.7645,1.6446885255206678,0.00505132841433108,-0.022191133,55,18,0.03702355,0,61,false,474,468080.6466614269,189.08415580421973,2475.515,11.512564,50,269710.391899771,263.3870096401345,1024.0079,11.774144,52,290726.4489787596,399.3952093116823,727.9167,11.103209,1.1973083,0,0.67093563,0.26158047,0.40935516,,,0,,,,NOT_AVAILABLE,129.39359533181232,-0.9443603130284434,51.661197135062196,45.99789362412944,100001,6318.6665,6257.0,6534.6665,,,,,,,200111,2.3202949,2.169438,2.366256,7.731839,7.4815803,7.982098,http://geadata.esac.esa.int/data-server/datalink/links?ID=511241815659912064,,10,26.38709,61.24675
